[BASH] Running the CPU only (default) graph500 for scale 21 with sorted edges
608.42	589.63	4.63	589.54	0.08	0.00	589.54	0.00	0.00	0.01	0.00	0.00	67108862	0.1138
553.24	532.66	7.86	532.58	0.06	0.00	532.58	0.00	0.00	0.01	0.00	0.00	67108862	0.1260
452.13	435.75	8.60	435.67	0.07	0.00	435.67	0.00	0.00	0.01	0.00	0.00	67108862	0.1540
334.80	324.76	4.62	324.70	0.06	0.00	324.70	0.00	0.00	0.01	0.00	0.00	67108862	0.2066
224.91	212.96	4.59	212.91	0.05	0.00	212.91	0.00	0.00	0.01	0.00	0.00	67108862	0.3151
493.85	469.68	10.94	469.61	0.06	0.00	469.61	0.00	0.00	0.01	0.00	0.00	67108862	0.1429
588.70	571.18	8.60	571.10	0.06	0.00	571.10	0.00	0.00	0.01	0.00	0.00	67108862	0.1175
585.10	565.23	5.07	565.17	0.05	0.00	565.17	0.00	0.00	0.00	0.00	0.00	67108862	0.1187
SCALE: 21
nvtx: 2097152
edgefactor: 16
terasize: 5.36870911999999989e-04
A: 5.69999999999999951e-01
B: 1.90000000000000002e-01
C: 1.90000000000000002e-01
D: 5.00000000000000444e-02
generation_time: 0.00000000000000000e+00
construction_time: 3.55200919079999977e+01
nbfs: 100
min_time: 1.91659000158309945e-01
firstquartile_time: 2.73983749836683277e-01
median_time: 3.58357500076293967e-01
thirdquartile_time: 4.87701500028371815e-01
max_time: 9.65087999820709252e-01
mean_time: 3.79081789994239693e-01
stddev_time: 1.35814313351372590e-01
min_nedge: 3.35540490000000000e+07
firstquartile_nedge: 3.35540490000000000e+07
median_nedge: 3.35540490000000000e+07
thirdquartile_nedge: 3.35540490000000000e+07
max_nedge: 3.35540490000000000e+07
mean_nedge: 3.35540490000000000e+07
stddev_nedge: 0.00000000000000000e+00
min_TEPS: 3.47678646985907555e+07
firstquartile_TEPS: 6.91506583627342731e+07
median_TEPS: 9.64947897569806576e+07
thirdquartile_TEPS: 1.28242587236981377e+08
max_TEPS: 1.75071606197905779e+08
harmonic_mean_TEPS: 8.85140090757454634e+07
harmonic_stddev_TEPS: 3.18718324786485871e+06
SCALE: 21
nvtx: 2097152
edgefactor: 16
terasize: 5.36870911999999989e-04
A: 5.69999999999999951e-01
B: 1.90000000000000002e-01
C: 1.90000000000000002e-01
D: 5.00000000000000444e-02
generation_time: 0.00000000000000000e+00
construction_time: 2.80760339929999994e+01
nbfs: 100
min_time: 1.85795000195503240e-01
firstquartile_time: 2.11332499980926514e-01
median_time: 2.51740000069141379e-01
thirdquartile_time: 3.30866499960422500e-01
max_time: 7.94186999917030345e-01
mean_time: 3.01443189994096972e-01
stddev_time: 1.30947594685213081e-01
min_nedge: 3.35540490000000000e+07
firstquartile_nedge: 3.35540490000000000e+07
median_nedge: 3.35540490000000000e+07
thirdquartile_nedge: 3.35540490000000000e+07
max_nedge: 3.35540490000000000e+07
mean_nedge: 3.35540490000000000e+07
stddev_nedge: 0.00000000000000000e+00
min_TEPS: 4.22495570986498520e+07
firstquartile_TEPS: 1.01973744780619428e+08
median_TEPS: 1.34745909028985202e+08
thirdquartile_TEPS: 1.61647287595247626e+08
max_TEPS: 1.80597157968151301e+08
harmonic_mean_TEPS: 1.11311351902350515e+08
harmonic_stddev_TEPS: 4.85974977755968180e+06
